lesson_id,grade,level,title,total_components,external_count,internal_count,relationships,shared_targets,has_shared_targets,feedback_loops,has_feedback_loops,needs_conditions,total_conditions,condition_1_connection,condition_1_type,condition_1_text,condition_1_justification,condition_2_connection,condition_2_type,condition_2_text,condition_2_justification,condition_3_connection,condition_3_type,condition_3_text,condition_3_justification,sub_if_thens,all_conditions_json
G07L1-L07,7th,1,Why You Can't Slide Forever,4,2,2,Initial Speed (+)→ Kinetic Energy; Surface Friction (-)→ Kinetic Energy; Surface Friction (+)→ Thermal Energy Output,"Kinetic Energy ← [Initial Speed, Surface Friction]",Yes,None,No,Yes,2,Initial Speed → Kinetic Energy,2EX,IF Surface Friction is OFF,"Initial Speed only affects Kinetic Energy when Surface Friction creates the right conditions. Without Surface Friction, Initial Speed alone cannot drive Kinetic Energy.",Surface Friction → Kinetic Energy,2EX,IF Initial Speed is ON,"Surface Friction only affects Kinetic Energy when Initial Speed creates the right conditions. Without Initial Speed, Surface Friction alone cannot drive Kinetic Energy.",,,,,None,"[{'connection': 'Initial Speed → Kinetic Energy', 'type': '2EX', 'condition_text': 'IF Surface Friction is OFF', 'scientific_justification': 'Initial Speed only affects Kinetic Energy when Surface Friction creates the right conditions. Without Surface Friction, Initial Speed alone cannot drive Kinetic Energy.', 'sign': '+'}, {'connection': 'Surface Friction → Kinetic Energy', 'type': '2EX', 'condition_text': 'IF Initial Speed is ON', 'scientific_justification': 'Surface Friction only affects Kinetic Energy when Initial Speed creates the right conditions. Without Initial Speed, Surface Friction alone cannot drive Kinetic Energy.', 'sign': '-'}]"
G07L1-L08,7th,1,The Crime Scene in Every Rock,4,2,2,Sedimentation Rate (+)→ Rock Layer Thickness; Erosion Rate (-)→ Rock Layer Thickness; Rock Layer Thickness (+)→ Fossil Preservation Quality,"Rock Layer Thickness ← [Sedimentation Rate, Erosion Rate]",Yes,None,No,Yes,2,Sedimentation Rate → Rock Layer Thickness,2EX,IF Erosion Rate is OFF,"Sedimentation Rate only affects Rock Layer Thickness when Erosion Rate creates the right conditions. Without Erosion Rate, Sedimentation Rate alone cannot drive Rock Layer Thickness.",Erosion Rate → Rock Layer Thickness,2EX,IF Sedimentation Rate is ON,"Erosion Rate only affects Rock Layer Thickness when Sedimentation Rate creates the right conditions. Without Sedimentation Rate, Erosion Rate alone cannot drive Rock Layer Thickness.",,,,,None,"[{'connection': 'Sedimentation Rate → Rock Layer Thickness', 'type': '2EX', 'condition_text': 'IF Erosion Rate is OFF', 'scientific_justification': 'Sedimentation Rate only affects Rock Layer Thickness when Erosion Rate creates the right conditions. Without Erosion Rate, Sedimentation Rate alone cannot drive Rock Layer Thickness.', 'sign': '+'}, {'connection': 'Erosion Rate → Rock Layer Thickness', 'type': '2EX', 'condition_text': 'IF Sedimentation Rate is ON', 'scientific_justification': 'Erosion Rate only affects Rock Layer Thickness when Sedimentation Rate creates the right conditions. Without Sedimentation Rate, Erosion Rate alone cannot drive Rock Layer Thickness.', 'sign': '-'}]"
G07L1-L09,7th,1,We Built a Better Dog (And Maybe a Mistake),4,2,2,Selection Pressure (+)→ Desired Trait Frequency; Generation Time (+)→ Desired Trait Frequency; Selection Pressure (-)→ Genetic Diversity,"Desired Trait Frequency ← [Selection Pressure, Generation Time]",Yes,None,No,Yes,2,Selection Pressure → Desired Trait Frequency,2EX,IF Generation Time is ON,"Selection Pressure only affects Desired Trait Frequency when Generation Time creates the right conditions. Without Generation Time, Selection Pressure alone cannot drive Desired Trait Frequency.",Generation Time → Desired Trait Frequency,2EX,IF Selection Pressure is ON,"Generation Time only affects Desired Trait Frequency when Selection Pressure creates the right conditions. Without Selection Pressure, Generation Time alone cannot drive Desired Trait Frequency.",,,,,None,"[{'connection': 'Selection Pressure → Desired Trait Frequency', 'type': '2EX', 'condition_text': 'IF Generation Time is ON', 'scientific_justification': 'Selection Pressure only affects Desired Trait Frequency when Generation Time creates the right conditions. Without Generation Time, Selection Pressure alone cannot drive Desired Trait Frequency.', 'sign': '+'}, {'connection': 'Generation Time → Desired Trait Frequency', 'type': '2EX', 'condition_text': 'IF Selection Pressure is ON', 'scientific_justification': 'Generation Time only affects Desired Trait Frequency when Selection Pressure creates the right conditions. Without Selection Pressure, Generation Time alone cannot drive Desired Trait Frequency.', 'sign': '+'}]"
G07L1-L10,7th,1,Your Phone Speaks in 1s and 0s,4,2,2,Sampling Rate (+)→ Signal Accuracy; Compression Level (-)→ File Size; Compression Level (-)→ Signal Accuracy,"Signal Accuracy ← [Sampling Rate, Compression Level]",Yes,None,No,Yes,2,Sampling Rate → Signal Accuracy,2EX,IF Compression Level is OFF,"Sampling Rate only affects Signal Accuracy when Compression Level creates the right conditions. Without Compression Level, Sampling Rate alone cannot drive Signal Accuracy.",Compression Level → Signal Accuracy,2EX,IF Sampling Rate is ON,"Compression Level only affects Signal Accuracy when Sampling Rate creates the right conditions. Without Sampling Rate, Compression Level alone cannot drive Signal Accuracy.",,,,,None,"[{'connection': 'Sampling Rate → Signal Accuracy', 'type': '2EX', 'condition_text': 'IF Compression Level is OFF', 'scientific_justification': 'Sampling Rate only affects Signal Accuracy when Compression Level creates the right conditions. Without Compression Level, Sampling Rate alone cannot drive Signal Accuracy.', 'sign': '+'}, {'connection': 'Compression Level → Signal Accuracy', 'type': '2EX', 'condition_text': 'IF Sampling Rate is ON', 'scientific_justification': 'Compression Level only affects Signal Accuracy when Sampling Rate creates the right conditions. Without Sampling Rate, Compression Level alone cannot drive Signal Accuracy.', 'sign': '-'}]"
G07L2-L01,7th,2,The Invisible War: How Your Immune System Fights Back,5,2,3,Pathogen Load (+)→ Infection Severity; Vaccine Status (+)→ Antibody Production; White Blood Cell Response (-)→ Infection Severity; Antibody Production (-)→ Infection Severity; Pathogen Load (+)→ White Blood Cell Response,"Infection Severity ← [Pathogen Load, White Blood Cell Response, Antibody Production]",Yes,None,No,Yes,4,Pathogen Load → Infection Severity,AMP,IF White Blood Cell Response is ON,"Pathogen Load amplifies the effect on Infection Severity, but only when White Blood Cell Response is active. Without White Blood Cell Response, Pathogen Load alone cannot cause changes in Infection Severity.",Pathogen Load → Infection Severity,AMP,IF Antibody Production is ON,"Pathogen Load amplifies the effect on Infection Severity, but only when Antibody Production is active. Without Antibody Production, Pathogen Load alone cannot cause changes in Infection Severity.",White Blood Cell Response → Infection Severity,MUT,IF Antibody Production is ON,"White Blood Cell Response and Antibody Production both affect Infection Severity, but White Blood Cell Response's effect depends on Antibody Production being active in the system.","Pathogen Load → Infection Severity: IF White Blood Cell Response is ON, BUT White Blood Cell Response depends on: Pathogen Load (+)→ White Blood Cell Response; Antibody Production → Infection Severity: IF White Blood Cell Response is ON, BUT White Blood Cell Response depends on: Pathogen Load (+)→ White Blood Cell Response; Pathogen Load → Infection Severity: IF Antibody Production is ON, BUT Antibody Production depends on: Vaccine Status (+)→ Antibody Production; White Blood Cell Response → Infection Severity: IF Antibody Production is ON, BUT Antibody Production depends on: Vaccine Status (+)→ Antibody Production","[{'connection': 'Pathogen Load → Infection Severity', 'type': 'AMP', 'condition_text': 'IF White Blood Cell Response is ON', 'scientific_justification': 'Pathogen Load amplifies the effect on Infection Severity, but only when White Blood Cell Response is active. Without White Blood Cell Response, Pathogen Load alone cannot cause changes in Infection Severity.', 'sign': '+'}, {'connection': 'Pathogen Load → Infection Severity', 'type': 'AMP', 'condition_text': 'IF Antibody Production is ON', 'scientific_justification': 'Pathogen Load amplifies the effect on Infection Severity, but only when Antibody Production is active. Without Antibody Production, Pathogen Load alone cannot cause changes in Infection Severity.', 'sign': '+'}, {'connection': 'White Blood Cell Response → Infection Severity', 'type': 'MUT', 'condition_text': 'IF Antibody Production is ON', 'scientific_justification': ""White Blood Cell Response and Antibody Production both affect Infection Severity, but White Blood Cell Response's effect depends on Antibody Production being active in the system."", 'sign': '-'}, {'connection': 'Antibody Production → Infection Severity', 'type': 'MUT', 'condition_text': 'IF White Blood Cell Response is ON', 'scientific_justification': ""Antibody Production and White Blood Cell Response both affect Infection Severity, but Antibody Production's effect depends on White Blood Cell Response being active in the system."", 'sign': '-'}]"
G07L2-L02,7th,2,DNA Decoded: Why You Are (Mostly) Unique,5,2,3,Parent Gene Variation (+)→ Trait Variation; Gene Expression Level (+)→ Trait Variation; Environmental Conditions (+)→ Survival Advantage,"Trait Variation ← [Parent Gene Variation, Gene Expression Level]",Yes,None,No,Yes,1,Parent Gene Variation → Trait Variation,AMP,IF Gene Expression Level is ON,"Parent Gene Variation amplifies the effect on Trait Variation, but only when Gene Expression Level is active. Without Gene Expression Level, Parent Gene Variation alone cannot cause changes in Trait Variation.",,,,,,,,,None,"[{'connection': 'Parent Gene Variation → Trait Variation', 'type': 'AMP', 'condition_text': 'IF Gene Expression Level is ON', 'scientific_justification': 'Parent Gene Variation amplifies the effect on Trait Variation, but only when Gene Expression Level is active. Without Gene Expression Level, Parent Gene Variation alone cannot cause changes in Trait Variation.', 'sign': '+'}]"
G07L2-L03,7th,2,Ocean Currents and Climate: The Conveyor Belt,5,2,3,Temperature Difference (+)→ Ocean Current Speed; Wind Patterns (+)→ Ocean Current Speed; Ocean Current Speed (+)→ Heat Distribution; Heat Distribution (+)→ Regional Climate Stability; Heat Distribution (-)→ Temperature Difference,"Ocean Current Speed ← [Temperature Difference, Wind Patterns]",Yes,Balancing (-): Heat Distribution → Temperature Difference → Ocean Current Speed → Heat Distribution,Yes,Yes,1,Wind Patterns → Ocean Current Speed,AMP,IF Temperature Difference is ON,"Wind Patterns amplifies the effect on Ocean Current Speed, but only when Temperature Difference is active. Without Temperature Difference, Wind Patterns alone cannot cause changes in Ocean Current Speed.",,,,,,,,,"Wind Patterns → Ocean Current Speed: IF Temperature Difference is ON, BUT Temperature Difference depends on: Heat Distribution (-)→ Temperature Difference","[{'connection': 'Wind Patterns → Ocean Current Speed', 'type': 'AMP', 'condition_text': 'IF Temperature Difference is ON', 'scientific_justification': 'Wind Patterns amplifies the effect on Ocean Current Speed, but only when Temperature Difference is active. Without Temperature Difference, Wind Patterns alone cannot cause changes in Ocean Current Speed.', 'sign': '+'}]"
G07L2-L04,7th,2,Newton's Laws: Why Things Move the Way They Do,5,2,3,Applied Force (+)→ Net Force; Friction Force (-)→ Net Force; Net Force (+)→ Acceleration; Object Mass (-)→ Acceleration; Acceleration (+)→ Friction Force,"Net Force ← [Applied Force, Friction Force]; Acceleration ← [Net Force, Object Mass]",Yes,Balancing (-): Acceleration → Friction Force → Net Force → Acceleration,Yes,Yes,2,Applied Force → Net Force,AMP,IF Friction Force is ON,"Applied Force amplifies the effect on Net Force, but only when Friction Force is active. Without Friction Force, Applied Force alone cannot cause changes in Net Force.",Object Mass → Acceleration,AMP,IF Net Force is ON,"Object Mass amplifies the effect on Acceleration, but only when Net Force is active. Without Net Force, Object Mass alone cannot cause changes in Acceleration.",,,,,"Object Mass → Acceleration: IF Net Force is ON, BUT Net Force depends on: Applied Force (+)→ Net Force; Friction Force (-)→ Net Force; Applied Force → Net Force: IF Friction Force is ON, BUT Friction Force depends on: Acceleration (+)→ Friction Force","[{'connection': 'Applied Force → Net Force', 'type': 'AMP', 'condition_text': 'IF Friction Force is ON', 'scientific_justification': 'Applied Force amplifies the effect on Net Force, but only when Friction Force is active. Without Friction Force, Applied Force alone cannot cause changes in Net Force.', 'sign': '+'}, {'connection': 'Object Mass → Acceleration', 'type': 'AMP', 'condition_text': 'IF Net Force is ON', 'scientific_justification': 'Object Mass amplifies the effect on Acceleration, but only when Net Force is active. Without Net Force, Object Mass alone cannot cause changes in Acceleration.', 'sign': '-'}]"
G07L2-L05,7th,2,Evolution in Action: How Species Change Over Time,5,2,3,Environmental Change Rate (+)→ Selection Pressure; Population Size (+)→ Genetic Variation; Genetic Variation (+)→ Adaptation Rate; Selection Pressure (+)→ Adaptation Rate; Adaptation Rate (+)→ Population Size,"Adaptation Rate ← [Genetic Variation, Selection Pressure]",Yes,Reinforcing (+): Adaptation Rate → Population Size → Genetic Variation → Adaptation Rate,Yes,Yes,2,Genetic Variation → Adaptation Rate,MUT,IF Selection Pressure is ON,"Genetic Variation and Selection Pressure both affect Adaptation Rate, but Genetic Variation's effect depends on Selection Pressure being active in the system.",Selection Pressure → Adaptation Rate,MUT,IF Genetic Variation is ON,"Selection Pressure and Genetic Variation both affect Adaptation Rate, but Selection Pressure's effect depends on Genetic Variation being active in the system.",,,,,"Genetic Variation → Adaptation Rate: IF Selection Pressure is ON, BUT Selection Pressure depends on: Environmental Change Rate (+)→ Selection Pressure; Selection Pressure → Adaptation Rate: IF Genetic Variation is ON, BUT Genetic Variation depends on: Population Size (+)→ Genetic Variation","[{'connection': 'Genetic Variation → Adaptation Rate', 'type': 'MUT', 'condition_text': 'IF Selection Pressure is ON', 'scientific_justification': ""Genetic Variation and Selection Pressure both affect Adaptation Rate, but Genetic Variation's effect depends on Selection Pressure being active in the system."", 'sign': '+'}, {'connection': 'Selection Pressure → Adaptation Rate', 'type': 'MUT', 'condition_text': 'IF Genetic Variation is ON', 'scientific_justification': ""Selection Pressure and Genetic Variation both affect Adaptation Rate, but Selection Pressure's effect depends on Genetic Variation being active in the system."", 'sign': '+'}]"
G07L2-L06,7th,2,Electromagnetic Spectrum: Beyond Visible Light,5,2,3,Wave Frequency (+)→ Wave Energy; Wave Amplitude (+)→ Wave Energy; Wave Energy (+)→ Penetration Depth; Wave Amplitude (+)→ Detection Sensitivity,"Wave Energy ← [Wave Frequency, Wave Amplitude]",Yes,None,No,Yes,2,Wave Frequency → Wave Energy,2EX,IF Wave Amplitude is ON,"Wave Frequency only affects Wave Energy when Wave Amplitude creates the right conditions. Without Wave Amplitude, Wave Frequency alone cannot drive Wave Energy.",Wave Amplitude → Wave Energy,2EX,IF Wave Frequency is ON,"Wave Amplitude only affects Wave Energy when Wave Frequency creates the right conditions. Without Wave Frequency, Wave Amplitude alone cannot drive Wave Energy.",,,,,None,"[{'connection': 'Wave Frequency → Wave Energy', 'type': '2EX', 'condition_text': 'IF Wave Amplitude is ON', 'scientific_justification': 'Wave Frequency only affects Wave Energy when Wave Amplitude creates the right conditions. Without Wave Amplitude, Wave Frequency alone cannot drive Wave Energy.', 'sign': '+'}, {'connection': 'Wave Amplitude → Wave Energy', 'type': '2EX', 'condition_text': 'IF Wave Frequency is ON', 'scientific_justification': 'Wave Amplitude only affects Wave Energy when Wave Frequency creates the right conditions. Without Wave Frequency, Wave Amplitude alone cannot drive Wave Energy.', 'sign': '+'}]"
G07L2-L07,7th,2,Rock Cycle Deep Dive: From Magma to Mountain,5,2,3,Heat & Pressure (+)→ Metamorphic Transformation; Heat & Pressure (+)→ Igneous Rock Formation; Weathering Rate (+)→ Sedimentary Layers; Sedimentary Layers (+)→ Metamorphic Transformation; Weathering Rate (-)→ Igneous Rock Formation,"Metamorphic Transformation ← [Heat & Pressure, Sedimentary Layers]; Igneous Rock Formation ← [Heat & Pressure, Weathering Rate]",Yes,None,No,Yes,3,Heat & Pressure → Metamorphic Transformation,MUT,IF Sedimentary Layers is ON,"Heat & Pressure and Sedimentary Layers both affect Metamorphic Transformation, but Heat & Pressure's effect depends on Sedimentary Layers being active in the system.",Sedimentary Layers → Metamorphic Transformation,MUT,IF Heat & Pressure is ON,"Sedimentary Layers and Heat & Pressure both affect Metamorphic Transformation, but Sedimentary Layers's effect depends on Heat & Pressure being active in the system.",Weathering Rate → Igneous Rock Formation,AMP,IF Heat & Pressure is ON,"Weathering Rate amplifies the effect on Igneous Rock Formation, but only when Heat & Pressure is active. Without Heat & Pressure, Weathering Rate alone cannot cause changes in Igneous Rock Formation.","Heat & Pressure → Metamorphic Transformation: IF Sedimentary Layers is ON, BUT Sedimentary Layers depends on: Weathering Rate (+)→ Sedimentary Layers","[{'connection': 'Heat & Pressure → Metamorphic Transformation', 'type': 'MUT', 'condition_text': 'IF Sedimentary Layers is ON', 'scientific_justification': ""Heat & Pressure and Sedimentary Layers both affect Metamorphic Transformation, but Heat & Pressure's effect depends on Sedimentary Layers being active in the system."", 'sign': '+'}, {'connection': 'Sedimentary Layers → Metamorphic Transformation', 'type': 'MUT', 'condition_text': 'IF Heat & Pressure is ON', 'scientific_justification': ""Sedimentary Layers and Heat & Pressure both affect Metamorphic Transformation, but Sedimentary Layers's effect depends on Heat & Pressure being active in the system."", 'sign': '+'}, {'connection': 'Weathering Rate → Igneous Rock Formation', 'type': 'AMP', 'condition_text': 'IF Heat & Pressure is ON', 'scientific_justification': 'Weathering Rate amplifies the effect on Igneous Rock Formation, but only when Heat & Pressure is active. Without Heat & Pressure, Weathering Rate alone cannot cause changes in Igneous Rock Formation.', 'sign': '-'}]"
G07L2-L08,7th,2,Why Do You Weigh Less on the Moon?,5,2,3,Planet Mass (+)→ Gravitational Pull; Distance from Center (-)→ Gravitational Pull; Gravitational Pull (+)→ Object Weight; Gravitational Pull (-)→ Jump Height; Object Weight (-)→ Jump Height,"Gravitational Pull ← [Planet Mass, Distance from Center]; Jump Height ← [Gravitational Pull, Object Weight]",Yes,None,No,Yes,4,Planet Mass → Gravitational Pull,2EX,IF Distance from Center is OFF,"Planet Mass only affects Gravitational Pull when Distance from Center creates the right conditions. Without Distance from Center, Planet Mass alone cannot drive Gravitational Pull.",Distance from Center → Gravitational Pull,2EX,IF Planet Mass is ON,"Distance from Center only affects Gravitational Pull when Planet Mass creates the right conditions. Without Planet Mass, Distance from Center alone cannot drive Gravitational Pull.",Gravitational Pull → Jump Height,MUT,IF Object Weight is ON,"Gravitational Pull and Object Weight both affect Jump Height, but Gravitational Pull's effect depends on Object Weight being active in the system.","Gravitational Pull → Jump Height: IF Object Weight is ON, BUT Object Weight depends on: Gravitational Pull (+)→ Object Weight; Object Weight → Jump Height: IF Gravitational Pull is ON, BUT Gravitational Pull depends on: Planet Mass (+)→ Gravitational Pull; Distance from Center (-)→ Gravitational Pull","[{'connection': 'Planet Mass → Gravitational Pull', 'type': '2EX', 'condition_text': 'IF Distance from Center is OFF', 'scientific_justification': 'Planet Mass only affects Gravitational Pull when Distance from Center creates the right conditions. Without Distance from Center, Planet Mass alone cannot drive Gravitational Pull.', 'sign': '+'}, {'connection': 'Distance from Center → Gravitational Pull', 'type': '2EX', 'condition_text': 'IF Planet Mass is ON', 'scientific_justification': 'Distance from Center only affects Gravitational Pull when Planet Mass creates the right conditions. Without Planet Mass, Distance from Center alone cannot drive Gravitational Pull.', 'sign': '-'}, {'connection': 'Gravitational Pull → Jump Height', 'type': 'MUT', 'condition_text': 'IF Object Weight is ON', 'scientific_justification': ""Gravitational Pull and Object Weight both affect Jump Height, but Gravitational Pull's effect depends on Object Weight being active in the system."", 'sign': '-'}, {'connection': 'Object Weight → Jump Height', 'type': 'MUT', 'condition_text': 'IF Gravitational Pull is ON', 'scientific_justification': ""Object Weight and Gravitational Pull both affect Jump Height, but Object Weight's effect depends on Gravitational Pull being active in the system."", 'sign': '-'}]"
G07L2-L09,7th,2,Why Are Cheetahs Losing Their Speed?,5,2,3,Population Size (+)→ Genetic Diversity; Habitat Fragmentation (-)→ Genetic Diversity; Genetic Diversity (+)→ Trait Variation; Trait Variation (+)→ Species Fitness; Habitat Fragmentation (-)→ Population Size,"Genetic Diversity ← [Population Size, Habitat Fragmentation]",Yes,None,No,Yes,2,Population Size → Genetic Diversity,2EX,IF Habitat Fragmentation is OFF,"Population Size only affects Genetic Diversity when Habitat Fragmentation creates the right conditions. Without Habitat Fragmentation, Population Size alone cannot drive Genetic Diversity.",Habitat Fragmentation → Genetic Diversity,2EX,IF Population Size is ON,"Habitat Fragmentation only affects Genetic Diversity when Population Size creates the right conditions. Without Population Size, Habitat Fragmentation alone cannot drive Genetic Diversity.",,,,,"Habitat Fragmentation → Genetic Diversity: IF Population Size is ON, BUT Population Size depends on: Habitat Fragmentation (-)→ Population Size","[{'connection': 'Population Size → Genetic Diversity', 'type': '2EX', 'condition_text': 'IF Habitat Fragmentation is OFF', 'scientific_justification': 'Population Size only affects Genetic Diversity when Habitat Fragmentation creates the right conditions. Without Habitat Fragmentation, Population Size alone cannot drive Genetic Diversity.', 'sign': '+'}, {'connection': 'Habitat Fragmentation → Genetic Diversity', 'type': '2EX', 'condition_text': 'IF Population Size is ON', 'scientific_justification': 'Habitat Fragmentation only affects Genetic Diversity when Population Size creates the right conditions. Without Population Size, Habitat Fragmentation alone cannot drive Genetic Diversity.', 'sign': '-'}]"
G07L2-L10,7th,2,Can We Run Out of Rare Earth Metals?,5,2,3,Mining Rate (+)→ Available Supply; Recycling Rate (+)→ Available Supply; Available Supply (-)→ Market Price; Market Price (+)→ Substitution Incentive; Mining Rate (-)→ Available Supply (long-term),"Available Supply ← [Mining Rate, Recycling Rate]",Yes,None,No,Yes,2,Mining Rate → Available Supply,2EX,IF Recycling Rate is ON,"Mining Rate only affects Available Supply when Recycling Rate creates the right conditions. Without Recycling Rate, Mining Rate alone cannot drive Available Supply.",Recycling Rate → Available Supply,2EX,IF Mining Rate is ON,"Recycling Rate only affects Available Supply when Mining Rate creates the right conditions. Without Mining Rate, Recycling Rate alone cannot drive Available Supply.",,,,,None,"[{'connection': 'Mining Rate → Available Supply', 'type': '2EX', 'condition_text': 'IF Recycling Rate is ON', 'scientific_justification': 'Mining Rate only affects Available Supply when Recycling Rate creates the right conditions. Without Recycling Rate, Mining Rate alone cannot drive Available Supply.', 'sign': '+'}, {'connection': 'Recycling Rate → Available Supply', 'type': '2EX', 'condition_text': 'IF Mining Rate is ON', 'scientific_justification': 'Recycling Rate only affects Available Supply when Mining Rate creates the right conditions. Without Mining Rate, Recycling Rate alone cannot drive Available Supply.', 'sign': '+'}]"
G08L1-L01,8th,1,Superbugs: Evolution You Can See,4,2,2,Antibiotic Use (+)→ Resistant Bacteria; Mutation Rate (+)→ Resistant Bacteria; Resistant Bacteria (-)→ Treatment Effectiveness,"Resistant Bacteria ← [Antibiotic Use, Mutation Rate]",Yes,None,No,Yes,2,Antibiotic Use → Resistant Bacteria,2EX,IF Mutation Rate is ON,"Antibiotic Use only affects Resistant Bacteria when Mutation Rate creates the right conditions. Without Mutation Rate, Antibiotic Use alone cannot drive Resistant Bacteria.",Mutation Rate → Resistant Bacteria,2EX,IF Antibiotic Use is ON,"Mutation Rate only affects Resistant Bacteria when Antibiotic Use creates the right conditions. Without Antibiotic Use, Mutation Rate alone cannot drive Resistant Bacteria.",,,,,None,"[{'connection': 'Antibiotic Use → Resistant Bacteria', 'type': '2EX', 'condition_text': 'IF Mutation Rate is ON', 'scientific_justification': 'Antibiotic Use only affects Resistant Bacteria when Mutation Rate creates the right conditions. Without Mutation Rate, Antibiotic Use alone cannot drive Resistant Bacteria.', 'sign': '+'}, {'connection': 'Mutation Rate → Resistant Bacteria', 'type': '2EX', 'condition_text': 'IF Antibiotic Use is ON', 'scientific_justification': 'Mutation Rate only affects Resistant Bacteria when Antibiotic Use creates the right conditions. Without Antibiotic Use, Mutation Rate alone cannot drive Resistant Bacteria.', 'sign': '+'}]"
G08L1-L02,8th,1,The Reef Is Bleaching,4,2,2,Ocean Temperature (-)→ Zooxanthellae Population; Ocean Acidity (-)→ Coral Health; Zooxanthellae Population (+)→ Coral Health,"Coral Health ← [Ocean Acidity, Zooxanthellae Population]",Yes,None,No,Yes,2,Ocean Acidity → Coral Health,MUT,IF Zooxanthellae Population is ON,"Ocean Acidity and Zooxanthellae Population both affect Coral Health, but Ocean Acidity's effect depends on Zooxanthellae Population being active in the system.",Zooxanthellae Population → Coral Health,MUT,IF Ocean Acidity is ON,"Zooxanthellae Population and Ocean Acidity both affect Coral Health, but Zooxanthellae Population's effect depends on Ocean Acidity being active in the system.",,,,,"Ocean Acidity → Coral Health: IF Zooxanthellae Population is ON, BUT Zooxanthellae Population depends on: Ocean Temperature (-)→ Zooxanthellae Population","[{'connection': 'Ocean Acidity → Coral Health', 'type': 'MUT', 'condition_text': 'IF Zooxanthellae Population is ON', 'scientific_justification': ""Ocean Acidity and Zooxanthellae Population both affect Coral Health, but Ocean Acidity's effect depends on Zooxanthellae Population being active in the system."", 'sign': '-'}, {'connection': 'Zooxanthellae Population → Coral Health', 'type': 'MUT', 'condition_text': 'IF Ocean Acidity is ON', 'scientific_justification': ""Zooxanthellae Population and Ocean Acidity both affect Coral Health, but Zooxanthellae Population's effect depends on Ocean Acidity being active in the system."", 'sign': '+'}]"
G08L1-L03,8th,1,Your Phone's Dirty Secret,4,2,2,Consumer Demand (+)→ Mining Intensity; Mining Intensity (+)→ Environmental Damage; Consumer Demand (+)→ E-Waste Accumulation,,No,None,No,No,0,,,,,,,,,,,,,None,[]
G08L1-L04,8th,1,Why Hurricanes Are Getting Angrier,4,2,2,Sea Surface Temperature (+)→ Hurricane Wind Speed; Atmospheric Moisture (+)→ Hurricane Wind Speed; Hurricane Wind Speed (+)→ Storm Surge Height,"Hurricane Wind Speed ← [Sea Surface Temperature, Atmospheric Moisture]",Yes,None,No,Yes,2,Sea Surface Temperature → Hurricane Wind Speed,2EX,IF Atmospheric Moisture is ON,"Sea Surface Temperature only affects Hurricane Wind Speed when Atmospheric Moisture creates the right conditions. Without Atmospheric Moisture, Sea Surface Temperature alone cannot drive Hurricane Wind Speed.",Atmospheric Moisture → Hurricane Wind Speed,2EX,IF Sea Surface Temperature is ON,"Atmospheric Moisture only affects Hurricane Wind Speed when Sea Surface Temperature creates the right conditions. Without Sea Surface Temperature, Atmospheric Moisture alone cannot drive Hurricane Wind Speed.",,,,,None,"[{'connection': 'Sea Surface Temperature → Hurricane Wind Speed', 'type': '2EX', 'condition_text': 'IF Atmospheric Moisture is ON', 'scientific_justification': 'Sea Surface Temperature only affects Hurricane Wind Speed when Atmospheric Moisture creates the right conditions. Without Atmospheric Moisture, Sea Surface Temperature alone cannot drive Hurricane Wind Speed.', 'sign': '+'}, {'connection': 'Atmospheric Moisture → Hurricane Wind Speed', 'type': '2EX', 'condition_text': 'IF Sea Surface Temperature is ON', 'scientific_justification': 'Atmospheric Moisture only affects Hurricane Wind Speed when Sea Surface Temperature creates the right conditions. Without Sea Surface Temperature, Atmospheric Moisture alone cannot drive Hurricane Wind Speed.', 'sign': '+'}]"
G08L1-L05,8th,1,The Roller Coaster Equation,4,2,2,Coaster Height (+)→ Potential Energy; Coaster Mass (+)→ Potential Energy; Potential Energy (+)→ Kinetic Energy,"Potential Energy ← [Coaster Height, Coaster Mass]",Yes,None,No,Yes,2,Coaster Height → Potential Energy,2EX,IF Coaster Mass is ON,"Coaster Height only affects Potential Energy when Coaster Mass creates the right conditions. Without Coaster Mass, Coaster Height alone cannot drive Potential Energy.",Coaster Mass → Potential Energy,2EX,IF Coaster Height is ON,"Coaster Mass only affects Potential Energy when Coaster Height creates the right conditions. Without Coaster Height, Coaster Mass alone cannot drive Potential Energy.",,,,,None,"[{'connection': 'Coaster Height → Potential Energy', 'type': '2EX', 'condition_text': 'IF Coaster Mass is ON', 'scientific_justification': 'Coaster Height only affects Potential Energy when Coaster Mass creates the right conditions. Without Coaster Mass, Coaster Height alone cannot drive Potential Energy.', 'sign': '+'}, {'connection': 'Coaster Mass → Potential Energy', 'type': '2EX', 'condition_text': 'IF Coaster Height is ON', 'scientific_justification': 'Coaster Mass only affects Potential Energy when Coaster Height creates the right conditions. Without Coaster Height, Coaster Mass alone cannot drive Potential Energy.', 'sign': '+'}]"
